timestamp,peer_id,message_redundancy,redundant_blocks,redundant_txs
2025-06-06T17:28:17.802033,5000,0,0,0
2025-06-06T17:28:17.802033,5001,0,0,0
2025-06-06T17:28:17.802033,5002,0,0,0
2025-06-06T17:28:17.802033,5003,0,0,0
2025-06-06T17:28:17.802033,5004,0,0,0
2025-06-06T17:28:17.802033,5005,0,0,0
2025-06-06T17:28:17.802033,5006,0,0,0
2025-06-06T17:28:17.802033,5007,0,0,0
2025-06-06T17:28:17.802033,5008,0,0,0
2025-06-06T17:28:17.802033,5009,0,0,0
2025-06-06T17:28:17.802033,5010,0,0,0
2025-06-06T17:29:17.946328,5000,0,0,0
2025-06-06T17:29:17.946328,5001,0,0,0
2025-06-06T17:29:17.946328,5002,1,0,0
2025-06-06T17:29:17.946328,5003,2,0,0
2025-06-06T17:29:17.946328,5004,0,0,0
2025-06-06T17:29:17.946328,5005,0,0,0
2025-06-06T17:29:17.946328,5006,0,0,0
2025-06-06T17:29:17.946328,5007,0,0,0
2025-06-06T17:29:17.946328,5008,0,0,0
2025-06-06T17:29:17.946328,5009,0,0,0
2025-06-06T17:29:17.946328,5010,0,0,0
2025-06-06T17:30:18.132237,5000,0,0,0
2025-06-06T17:30:18.132237,5001,0,0,0
2025-06-06T17:30:18.132237,5002,1,0,0
2025-06-06T17:30:18.132237,5003,2,0,0
2025-06-06T17:30:18.132237,5004,0,0,0
2025-06-06T17:30:18.132237,5005,0,0,0
2025-06-06T17:30:18.132237,5006,0,0,0
2025-06-06T17:30:18.132237,5007,0,0,0
2025-06-06T17:30:18.132237,5008,0,0,0
2025-06-06T17:30:18.132237,5009,0,0,0
2025-06-06T17:30:18.132237,5010,0,0,0
2025-06-06T17:31:18.330189,5000,0,0,0
2025-06-06T17:31:18.330189,5001,0,0,0
2025-06-06T17:31:18.330189,5002,2,0,0
2025-06-06T17:31:18.330189,5003,3,0,0
2025-06-06T17:31:18.330189,5004,0,0,0
2025-06-06T17:31:18.330189,5005,0,0,0
2025-06-06T17:31:18.330189,5006,0,0,0
2025-06-06T17:31:18.330189,5007,0,0,0
2025-06-06T17:31:18.330189,5008,0,0,0
2025-06-06T17:31:18.330189,5009,0,0,0
2025-06-06T17:31:18.330189,5010,0,0,0
2025-06-06T17:32:18.499118,5000,2,0,0
2025-06-06T17:32:18.499118,5001,0,0,0
2025-06-06T17:32:18.499118,5002,2,0,0
2025-06-06T17:32:18.499118,5003,3,0,0
2025-06-06T17:32:18.499118,5004,0,0,0
2025-06-06T17:32:18.499118,5005,0,0,0
2025-06-06T17:32:18.499118,5006,0,0,0
2025-06-06T17:32:18.499118,5007,0,0,0
2025-06-06T17:32:18.499118,5008,0,0,0
2025-06-06T17:32:18.499118,5009,0,0,0
2025-06-06T17:32:18.499118,5010,0,0,0
2025-06-06T17:33:18.637859,5000,2,0,0
2025-06-06T17:33:18.637859,5001,0,0,0
2025-06-06T17:33:18.637859,5002,3,0,0
2025-06-06T17:33:18.637859,5003,4,0,0
2025-06-06T17:33:18.637859,5004,0,0,0
2025-06-06T17:33:18.637859,5005,0,0,0
2025-06-06T17:33:18.637859,5006,0,0,0
2025-06-06T17:33:18.637859,5007,0,0,0
2025-06-06T17:33:18.637859,5008,0,0,0
2025-06-06T17:33:18.637859,5009,0,0,0
2025-06-06T17:33:18.637859,5010,0,0,0
2025-06-06T17:34:18.791150,5000,2,0,0
2025-06-06T17:34:18.791150,5001,0,0,0
2025-06-06T17:34:18.791150,5002,3,0,0
2025-06-06T17:34:18.791150,5003,4,0,0
2025-06-06T17:34:18.791150,5004,0,0,0
2025-06-06T17:34:18.791150,5005,0,0,0
2025-06-06T17:34:18.791150,5006,0,0,0
2025-06-06T17:34:18.791150,5007,0,0,0
2025-06-06T17:34:18.791150,5008,0,0,0
2025-06-06T17:34:18.791150,5009,0,0,0
2025-06-06T17:34:18.791150,5010,0,0,0
2025-06-06T17:35:18.961834,5000,2,0,0
2025-06-06T17:35:18.961834,5001,0,0,0
2025-06-06T17:35:18.961834,5002,4,0,0
2025-06-06T17:35:18.961834,5003,5,0,0
2025-06-06T17:35:18.961834,5004,0,0,0
2025-06-06T17:35:18.961834,5005,0,0,0
2025-06-06T17:35:18.961834,5006,0,0,0
2025-06-06T17:35:18.961834,5007,0,0,0
2025-06-06T17:35:18.961834,5008,0,0,0
2025-06-06T17:35:18.961834,5009,0,0,0
2025-06-06T17:35:18.961834,5010,0,0,0
2025-06-06T17:36:19.085500,5000,2,0,0
2025-06-06T17:36:19.085500,5001,0,0,0
2025-06-06T17:36:19.085500,5002,4,0,0
2025-06-06T17:36:19.085500,5003,5,0,0
2025-06-06T17:36:19.085500,5004,0,0,0
2025-06-06T17:36:19.085500,5005,0,0,0
2025-06-06T17:36:19.085500,5006,0,0,0
2025-06-06T17:36:19.085500,5007,0,0,0
2025-06-06T17:36:19.085500,5008,0,0,0
2025-06-06T17:36:19.085500,5009,0,0,0
2025-06-06T17:36:19.085500,5010,0,0,0
2025-06-06T17:37:19.254636,5000,2,0,0
2025-06-06T17:37:19.254636,5001,0,0,0
2025-06-06T17:37:19.254636,5002,4,0,0
2025-06-06T17:37:19.254636,5003,5,0,0
2025-06-06T17:37:19.254636,5004,0,0,0
2025-06-06T17:37:19.254636,5005,0,0,0
2025-06-06T17:37:19.254636,5006,0,0,0
2025-06-06T17:37:19.254636,5007,0,0,0
2025-06-06T17:37:19.254636,5008,0,0,0
2025-06-06T17:37:19.254636,5009,0,0,0
2025-06-06T17:37:19.254636,5010,0,0,0
2025-06-06T17:38:19.425784,5000,2,0,0
2025-06-06T17:38:19.425784,5001,0,0,0
2025-06-06T17:38:19.425784,5002,4,0,0
2025-06-06T17:38:19.425784,5003,5,0,0
2025-06-06T17:38:19.425784,5004,0,0,0
2025-06-06T17:38:19.425784,5005,0,0,0
2025-06-06T17:38:19.425784,5006,0,0,0
2025-06-06T17:38:19.425784,5007,0,0,0
2025-06-06T17:38:19.425784,5008,0,0,0
2025-06-06T17:38:19.425784,5009,0,0,0
2025-06-06T17:38:19.425784,5010,0,0,0
2025-06-06T17:39:19.560124,5000,2,0,0
2025-06-06T17:39:19.560124,5001,0,0,0
2025-06-06T17:39:19.560124,5002,4,0,0
