timestamp,peer_id,message_redundancy,redundant_blocks,redundant_txs
2025-06-06T12:47:07.753617,5000,0,0,0
2025-06-06T12:47:07.753617,5001,0,0,0
2025-06-06T12:47:07.753617,5002,2,0,0
2025-06-06T12:47:07.753617,5003,2,0,0
2025-06-06T12:47:07.753617,5004,0,0,0
2025-06-06T12:47:07.753617,5005,0,0,0
2025-06-06T12:47:07.753617,5006,0,0,0
2025-06-06T12:47:07.753617,5007,0,0,0
2025-06-06T12:47:07.753617,5008,0,0,0
2025-06-06T12:47:07.753617,5009,0,0,0
2025-06-06T12:47:07.753617,5010,0,0,0
2025-06-06T12:48:07.961262,5000,148,0,0
2025-06-06T12:48:07.961262,5001,139,0,0
2025-06-06T12:48:07.961262,5002,63,0,0
2025-06-06T12:48:07.961262,5003,66,0,0
2025-06-06T12:48:07.961262,5004,96,0,0
2025-06-06T12:48:07.961262,5005,89,0,0
2025-06-06T12:48:07.961262,5006,42,0,0
2025-06-06T12:48:07.961262,5007,45,0,0
2025-06-06T12:48:07.961262,5008,152,0,0
2025-06-06T12:48:07.961262,5009,140,0,0
2025-06-06T12:48:07.961262,5010,89,0,0
2025-06-06T12:49:08.171745,5000,300,0,0
2025-06-06T12:49:08.171745,5001,299,0,0
2025-06-06T12:49:08.171745,5002,121,0,0
2025-06-06T12:49:08.171745,5003,128,0,0
2025-06-06T12:49:08.171745,5004,223,0,0
2025-06-06T12:49:08.171745,5005,210,0,0
2025-06-06T12:49:08.171745,5006,101,0,0
2025-06-06T12:49:08.171745,5007,92,0,0
2025-06-06T12:49:08.171745,5008,312,0,0
2025-06-06T12:49:08.171745,5009,288,0,0
2025-06-06T12:49:08.171745,5010,190,0,0
2025-06-06T12:50:08.337732,5000,469,0,0
2025-06-06T12:50:08.337732,5001,456,0,0
2025-06-06T12:50:08.337732,5002,200,0,0
2025-06-06T12:50:08.337732,5003,209,0,0
2025-06-06T12:50:08.337732,5004,361,0,0
2025-06-06T12:50:08.337732,5005,343,0,0
2025-06-06T12:50:08.337732,5006,165,0,0
2025-06-06T12:50:08.337732,5007,149,0,0
2025-06-06T12:50:08.337732,5008,492,0,0
2025-06-06T12:50:08.337732,5009,450,0,0
2025-06-06T12:50:08.337732,5010,311,0,0
2025-06-06T12:51:08.482304,5000,626,0,0
2025-06-06T12:51:08.482304,5001,611,0,0
2025-06-06T12:51:08.482304,5002,270,0,0
2025-06-06T12:51:08.482304,5003,270,0,0
2025-06-06T12:51:08.482304,5004,486,0,0
2025-06-06T12:51:08.482304,5005,471,0,0
2025-06-06T12:51:08.482304,5006,230,0,0
2025-06-06T12:51:08.482304,5007,217,0,0
2025-06-06T12:51:08.482304,5008,655,0,0
2025-06-06T12:51:08.482304,5009,603,0,0
2025-06-06T12:51:08.482304,5010,417,0,0
2025-06-06T12:52:08.623375,5000,777,0,0
2025-06-06T12:52:08.623375,5001,761,0,0
2025-06-06T12:52:08.623375,5002,368,0,0
2025-06-06T12:52:08.623375,5003,354,0,0
2025-06-06T12:52:08.623375,5004,621,0,0
2025-06-06T12:52:08.623375,5005,606,0,0
2025-06-06T12:52:08.623375,5006,281,0,0
2025-06-06T12:52:08.623375,5007,278,0,0
2025-06-06T12:52:08.623375,5008,851,0,0
2025-06-06T12:52:08.623375,5009,751,0,0
2025-06-06T12:52:08.623375,5010,541,0,0
2025-06-06T12:53:08.724560,5000,936,0,0
2025-06-06T12:53:08.724560,5001,925,0,0
2025-06-06T12:53:08.724560,5002,443,0,0
2025-06-06T12:53:08.724560,5003,437,0,0
2025-06-06T12:53:08.724560,5004,753,0,0
2025-06-06T12:53:08.724560,5005,740,0,0
2025-06-06T12:53:08.724560,5006,348,0,0
2025-06-06T12:53:08.724560,5007,333,0,0
2025-06-06T12:53:08.724560,5008,1036,0,0
2025-06-06T12:53:08.724560,5009,913,0,0
2025-06-06T12:53:08.724560,5010,672,0,0
2025-06-06T12:54:08.857016,5000,1086,0,0
2025-06-06T12:54:08.857016,5001,1091,0,0
2025-06-06T12:54:08.857016,5002,513,0,0
2025-06-06T12:54:08.857016,5003,513,0,0
2025-06-06T12:54:08.857016,5004,886,0,0
2025-06-06T12:54:08.857016,5005,853,0,0
2025-06-06T12:54:08.857016,5006,408,0,0
2025-06-06T12:54:08.857016,5007,388,0,0
2025-06-06T12:54:08.857016,5008,1229,0,0
2025-06-06T12:54:08.857016,5009,1062,0,0
2025-06-06T12:54:08.857016,5010,789,0,0
2025-06-06T12:55:08.982576,5000,1241,0,0
2025-06-06T12:55:08.982576,5001,1254,0,0
2025-06-06T12:55:08.982576,5002,614,0,0
2025-06-06T12:55:08.982576,5003,622,0,0
2025-06-06T12:55:08.982576,5004,1023,0,0
2025-06-06T12:55:08.982576,5005,979,0,0
2025-06-06T12:55:08.982576,5006,474,0,0
2025-06-06T12:55:08.982576,5007,451,0,0
2025-06-06T12:55:08.982576,5008,1415,0,0
2025-06-06T12:55:08.982576,5009,1221,0,0
2025-06-06T12:55:08.982576,5010,902,0,0
2025-06-06T12:56:09.091974,5000,1400,0,0
2025-06-06T12:56:09.091974,5001,1419,0,0
2025-06-06T12:56:09.091974,5002,706,0,0
2025-06-06T12:56:09.091974,5003,710,0,0
2025-06-06T12:56:09.091974,5004,1176,0,0
2025-06-06T12:56:09.091974,5005,1112,0,0
2025-06-06T12:56:09.091974,5006,538,0,0
2025-06-06T12:56:09.091974,5007,522,0,0
2025-06-06T12:56:09.091974,5008,1601,0,0
2025-06-06T12:56:09.091974,5009,1387,0,0
2025-06-06T12:56:09.091974,5010,1034,0,0
2025-06-06T12:57:09.249970,5000,1565,0,0
2025-06-06T12:57:09.249970,5001,1591,0,0
2025-06-06T12:57:09.249970,5002,802,0,0
2025-06-06T12:57:09.249970,5003,808,0,0
2025-06-06T12:57:09.249970,5004,1342,0,0
2025-06-06T12:57:09.249970,5005,1249,0,0
2025-06-06T12:57:09.249970,5006,609,0,0
2025-06-06T12:57:09.249970,5007,591,0,0
2025-06-06T12:57:09.249970,5008,1820,0,0
2025-06-06T12:57:09.249970,5009,1566,0,0
2025-06-06T12:57:09.249970,5010,1167,0,0
2025-06-06T12:58:09.406213,5000,1719,0,0
2025-06-06T12:58:09.406213,5001,1753,0,0
2025-06-06T12:58:09.406213,5002,897,0,0
2025-06-06T12:58:09.406213,5003,910,0,0
2025-06-06T12:58:09.406213,5004,1482,0,0
2025-06-06T12:58:09.406213,5005,1358,0,0
2025-06-06T12:58:09.406213,5006,673,0,0
2025-06-06T12:58:09.406213,5007,658,0,0
2025-06-06T12:58:09.406213,5008,2007,0,0
2025-06-06T12:58:09.406213,5009,1726,0,0
2025-06-06T12:58:09.406213,5010,1290,0,0
2025-06-06T12:59:09.562523,5000,1884,0,0
2025-06-06T12:59:09.562523,5001,1927,0,0
2025-06-06T12:59:09.562523,5002,990,0,0
2025-06-06T12:59:09.562523,5003,1004,0,0
2025-06-06T12:59:09.562523,5004,1630,0,0
2025-06-06T12:59:09.562523,5005,1505,0,0
2025-06-06T12:59:09.562523,5006,750,0,0
2025-06-06T12:59:09.562523,5007,723,0,0
2025-06-06T12:59:09.562523,5008,2210,0,0
2025-06-06T12:59:09.562523,5009,1913,0,0
2025-06-06T12:59:09.562523,5010,1422,0,0
2025-06-06T13:00:09.665009,5000,2056,0,0
2025-06-06T13:00:09.665009,5001,2090,0,0
2025-06-06T13:00:09.665009,5002,1083,0,0
2025-06-06T13:00:09.665009,5003,1097,0,0
2025-06-06T13:00:09.665009,5004,1781,0,0
2025-06-06T13:00:09.665009,5005,1634,0,0
2025-06-06T13:00:09.665009,5006,825,0,0
2025-06-06T13:00:09.665009,5007,793,0,0
2025-06-06T13:00:09.665009,5008,2404,0,0
2025-06-06T13:00:09.665009,5009,2081,0,0
2025-06-06T13:00:09.665009,5010,1560,0,0
2025-06-06T13:01:09.801956,5000,2232,0,0
2025-06-06T13:01:09.801956,5001,2261,0,0
2025-06-06T13:01:09.801956,5002,1177,0,0
2025-06-06T13:01:09.801956,5003,1196,0,0
2025-06-06T13:01:09.801956,5004,1927,0,0
2025-06-06T13:01:09.801956,5005,1774,0,0
2025-06-06T13:01:09.801956,5006,899,0,0
2025-06-06T13:01:09.801956,5007,864,0,0
2025-06-06T13:01:09.801956,5008,2602,0,0
2025-06-06T13:01:09.801956,5009,2270,0,0
2025-06-06T13:01:09.801956,5010,1679,0,0
