timestamp,peer_id,message_redundancy,redundant_blocks,redundant_txs
2025-06-06T22:43:35.712914,5000,0,0,0
2025-06-06T22:43:35.712914,5001,0,0,0
2025-06-06T22:43:35.712914,5002,0,0,0
2025-06-06T22:43:35.712914,5003,1,0,0
2025-06-06T22:43:35.712914,5004,0,0,0
2025-06-06T22:43:35.712914,5005,0,0,0
2025-06-06T22:43:35.712914,5006,0,0,0
2025-06-06T22:43:35.712914,5007,0,0,0
2025-06-06T22:43:35.712914,5008,0,0,0
2025-06-06T22:43:35.712914,5009,0,0,0
2025-06-06T22:43:35.712914,5010,0,0,0
2025-06-06T22:44:35.895004,5000,21,0,0
2025-06-06T22:44:35.895004,5001,32,0,0
2025-06-06T22:44:35.895004,5002,17,0,0
2025-06-06T22:44:35.895004,5003,28,0,0
2025-06-06T22:44:35.895004,5004,22,0,0
2025-06-06T22:44:35.895004,5005,27,0,0
2025-06-06T22:44:35.895004,5006,7,0,0
2025-06-06T22:44:35.895004,5007,6,0,0
2025-06-06T22:44:35.895004,5008,24,0,0
2025-06-06T22:44:35.895004,5009,29,0,0
2025-06-06T22:44:35.895004,5010,30,0,0
2025-06-06T22:45:35.995992,5000,41,0,0
2025-06-06T22:45:35.995992,5001,53,0,0
2025-06-06T22:45:35.995992,5002,32,0,0
2025-06-06T22:45:35.995992,5003,44,0,0
2025-06-06T22:45:35.995992,5004,53,0,0
2025-06-06T22:45:35.995992,5005,57,0,0
2025-06-06T22:45:35.995992,5006,20,0,0
2025-06-06T22:45:35.995992,5007,13,0,0
2025-06-06T22:45:35.995992,5008,53,0,0
2025-06-06T22:45:35.995992,5009,44,0,0
2025-06-06T22:45:35.995992,5010,56,0,0
2025-06-06T22:46:36.111776,5000,70,0,0
2025-06-06T22:46:36.111776,5001,76,0,0
2025-06-06T22:46:36.111776,5002,46,0,0
2025-06-06T22:46:36.111776,5003,64,0,0
2025-06-06T22:46:36.111776,5004,79,0,0
2025-06-06T22:46:36.111776,5005,84,0,0
2025-06-06T22:46:36.111776,5006,34,0,0
2025-06-06T22:46:36.111776,5007,27,0,0
2025-06-06T22:46:36.111776,5008,83,0,0
2025-06-06T22:46:36.111776,5009,74,0,0
2025-06-06T22:46:36.111776,5010,71,0,0
2025-06-06T22:47:36.247142,5000,92,0,0
2025-06-06T22:47:36.247142,5001,101,0,0
2025-06-06T22:47:36.247142,5002,73,0,0
2025-06-06T22:47:36.247142,5003,75,0,0
2025-06-06T22:47:36.247142,5004,102,0,0
2025-06-06T22:47:36.247142,5005,111,0,0
2025-06-06T22:47:36.247142,5006,54,0,0
2025-06-06T22:47:36.247142,5007,46,0,0
2025-06-06T22:47:36.247142,5008,112,0,0
2025-06-06T22:47:36.247142,5009,91,0,0
2025-06-06T22:47:36.247142,5010,75,0,0
2025-06-06T22:48:36.405435,5000,122,0,0
2025-06-06T22:48:36.405435,5001,139,0,0
